openalex_id,doi,title,year,venue,venue_issn,is_oa,oa_url,cited_by,n_authors,first_author,first_aff,concepts,abstract,has_ml,has_civil_text,has_civil_venue,has_civil,has_metric,is_review,is_bio_med,pass_screen
https://openalex.org/W4360980343,https://doi.org/10.1007/s43452-023-00631-9,Machine learning-based seismic response and performance assessment of reinforced concrete buildings,2023,Archives of Civil and Mechanical Engineering,1644-9665,True,https://link.springer.com/content/pdf/10.1007/s43452-023-00631-9.pdf,194,3,Farzin Kazemi,Gdańsk University of Technology,Python (programming language);Computer science;Reinforced concrete;Test data;Limit state design,"Abstract Complexity and unpredictability nature of earthquakes makes them unique external loads that there is no unique formula used for the prediction of seismic responses. Hence, this research aims to implement the most well-known Machine Learning (ML) methods in Python software to propose a prediction model for seismic response and performance assessment of Reinforced Concrete Moment-Resisting Frames (RC MRFs). To prepare 92,400 data points of training dataset for developing data-driven techniques, Incremental Dynamic Analyses (IDAs) were performed considering 165 RC MRFs with two-, to twelve-Story elevations having the bay lengths of 5.0 m, 6.1 m, and 7.6 m assuming near-fault seismic excitations. Then, important structural features were considered in datasets to train and test the ML-based prediction models, which were improved with innovative techniques. The results show that improved algorithms have higher R 2 values for estimating the Maximum Interstory Drift Ratio (IDR max ), and two improved algorithms of artificial neural networks and extreme gradient boosting can estimate the Median of IDA curves (M-IDAs) of RC MRFs, which can be used to estimate the seismic limit-state capacity and performance assessment of existing or newly constructed RC buildings. To validate the generality and accuracy of the proposed ML-based prediction model, a five-Story RC building with different input features was used, and the results are promising. Therefore, graphical user interface is introduced as user-friendly tool to help researchers in estimating the seismic limit-state capacity of RC buildings, while reducing the computational cost and analytical efforts.",True,True,False,True,True,False,False,True
https://openalex.org/W2970393605,https://doi.org/10.1016/j.conbuildmat.2019.08.042,A comparison of machine learning methods for predicting the compressive strength of field-placed concrete,2019,Construction and Building Materials,0950-0618,False,,190,5,M.A. DeRousseau,University of Colorado Boulder,Compressive strength;Field (mathematics);Field strength;Test data;Experimental data,,True,True,True,True,True,False,False,True
https://openalex.org/W3094015353,https://doi.org/10.3390/ma13214757,Predicting Ultra-High-Performance Concrete Compressive Strength Using Tabular Generative Adversarial Networks,2020,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/13/21/4757/pdf?version=1603536486,165,3,Afshin Marani,Western University,Computer science;Generative grammar;Machine learning;Artificial intelligence;Parametric statistics,"There have been abundant experimental studies exploring ultra-high-performance concrete (UHPC) in recent years. However, the relationships between the engineering properties of UHPC and its mixture composition are highly nonlinear and difficult to delineate using traditional statistical methods. There is a need for robust and advanced methods that can streamline the diverse pertinent experimental data available to create predictive tools with superior accuracy and provide insight into its nonlinear materials science aspects. Machine learning is a powerful tool that can unravel underlying patterns in complex data. Accordingly, this study endeavors to employ state-of-the-art machine learning techniques to predict the compressive strength of UHPC using a comprehensive experimental database retrieved from the open literature consisting of 810 test observations and 15 input features. A novel approach based on tabular generative adversarial networks was used to generate 6513 plausible synthetic data for training robust machine learning models, including random forest, extra trees, and gradient boosting regression. While the models were trained using the synthetic data, their ability to generalize their predictions was tested on the 810 experimental data thus far unknown and never presented to the models. The results indicate that the developed models achieved outstanding predictive performance. Parametric studies using the models were able to provide insight into the strength development mechanisms of UHPC and the significance of the various influential parameters.",True,True,True,True,True,False,False,True
https://openalex.org/W4307265294,https://doi.org/10.3390/ma15217432,Prediction of Ecofriendly Concrete Compressive Strength Using Gradient Boosting Regression Tree Combined with GridSearchCV Hyperparameter-Optimization Techniques,2022,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/15/21/7432/pdf?version=1666607446,163,6,Zaineb M. Alhakeem,Iraq University College,Hyperparameter;Compressive strength;Boosting (machine learning);Regression;Gradient boosting,"A crucial factor in the efficient design of concrete sustainable buildings is the compressive strength (Cs) of eco-friendly concrete. In this work, a hybrid model of Gradient Boosting Regression Tree (GBRT) with grid search cross-validation (GridSearchCV) optimization technique was used to predict the compressive strength, which allowed us to increase the precision of the prediction models. In addition, to build the proposed models, 164 experiments on eco-friendly concrete compressive strength were gathered for previous researches. The dataset included the water/binder ratio (W/B), curing time (age), the recycled aggregate percentage from the total aggregate in the mixture (RA%), ground granulated blast-furnace slag (GGBFS) material percentage from the total binder used in the mixture (GGBFS%), and superplasticizer (kg). The root mean square error (RMSE) and coefficient of determination (R<sup>2</sup>) between the observed and forecast strengths were used to evaluate the accuracy of the predictive models. The obtained results indicated that-when compared to the default GBRT model-the GridSearchCV approach can capture more hyperparameters for the GBRT prediction model. Furthermore, the robustness and generalization of the GSC-GBRT model produced notable results, with RMSE and R<sup>2</sup> values (for the testing phase) of 2.3214 and 0.9612, respectively. The outcomes proved that the suggested GSC-GBRT model is advantageous. Additionally, the significance and contribution of the input factors that affect the compressive strength were explained using the Shapley additive explanation (SHAP) approach.",True,True,True,True,True,False,False,True
https://openalex.org/W3203897832,https://doi.org/10.3390/polym13193389,Prediction of Geopolymer Concrete Compressive Strength Using Novel Machine Learning Algorithms,2021,Polymers,2073-4360,True,https://www.mdpi.com/2073-4360/13/19/3389/pdf?version=1633757886,147,7,Ayaz Ahmad,COMSATS University Islamabad,Boosting (machine learning);AdaBoost;Machine learning;Artificial intelligence;Mean squared error,"The innovation of geopolymer concrete (GPC) plays a vital role not only in reducing the environmental threat but also as an exceptional material for sustainable development. The application of supervised machine learning (ML) algorithms to forecast the mechanical properties of concrete also has a significant role in developing the innovative environment in the field of civil engineering. This study was based on the use of the artificial neural network (ANN), boosting, and AdaBoost ML approaches, based on the python coding to predict the compressive strength (CS) of high calcium fly-ash-based GPC. The performance comparison of both the employed techniques in terms of prediction reveals that the ensemble ML approaches, AdaBoost, and boosting were more effective than the individual ML technique (ANN). The boosting indicates the highest value of R<sup>2</sup> equals 0.96, and AdaBoost gives 0.93, while the ANN model was less accurate, indicating the coefficient of determination value equals 0.87. The lesser values of the errors, MAE, MSE, and RMSE of the boosting technique give 1.69 MPa, 4.16 MPa, and 2.04 MPa, respectively, indicating the high accuracy of the boosting algorithm. However, the statistical check of the errors (MAE, MSE, RMSE) and k-fold cross-validation method confirms the high precision of the boosting technique. In addition, the sensitivity analysis was also introduced to evaluate the contribution level of the input parameters towards the prediction of CS of GPC. The better accuracy can be achieved by incorporating other ensemble ML techniques such as AdaBoost, bagging, and gradient boosting.",True,True,False,True,True,False,False,True
https://openalex.org/W2983825384,https://doi.org/10.1016/j.compstruct.2019.111698,Prediction of shear strength and behavior of RC beams strengthened with externally bonded FRP sheets using machine learning techniques,2019,Composite Structures,0263-8223,False,,144,3,Omar R. Abuodeh,American University of Sharjah,Fibre-reinforced plastic;Structural engineering;Shear (geology);Artificial neural network;Materials science,,True,True,True,True,True,False,False,True
https://openalex.org/W2798114059,https://doi.org/10.1155/2018/5481705,Comparison of Machine Learning Techniques for the Prediction of Compressive Strength of Concrete,2018,Advances in Civil Engineering,1687-8086,True,http://downloads.hindawi.com/journals/ace/2018/5481705.pdf,143,4,Palika Chopra,Thapar Institute of Engineering & Technology,Compressive strength;Computer science;Structural engineering;Materials science;Composite material,"A comparative analysis for the prediction of compressive strength of concrete at the ages of 28, 56, and 91 days has been carried out using machine learning techniques via “R” software environment. R is digging out a strong foothold in the statistical realm and is becoming an indispensable tool for researchers. The dataset has been generated under controlled laboratory conditions. Using R miner, the most widely used data mining techniques decision tree (DT) model, random forest (RF) model, and neural network (NN) model have been used and compared with the help of coefficient of determination ( R 2 ) and root‐mean‐square error (RMSE), and it is inferred that the NN model predicts with high accuracy for compressive strength of concrete.",True,True,False,True,True,False,False,True
https://openalex.org/W4213059002,https://doi.org/10.3390/su14042404,Compressive Strength Prediction of Lightweight Concrete: Machine Learning Models,2022,Sustainability,2071-1050,True,https://www.mdpi.com/2071-1050/14/4/2404/pdf?version=1645269814,137,7,Aman Kumar,Central Building Research Institute,Compressive strength;Computer science;Support vector machine;Predictive modelling;Machine learning,"Concrete is the most commonly used construction material. The physical properties of concrete vary with the type of concrete, such as high and ultra-high-strength concrete, fibre-reinforced concrete, polymer-modified concrete, and lightweight concrete. The precise prediction of the properties of concrete is a problem due to the design code, which typically requires specific characteristics. The emergence of a new category of technology has motivated researchers to develop mechanical strength prediction models using Artificial Intelligence (AI). Empirical and statistical models have been extensively used. These models require a huge amount of laboratory data and still provide inaccurate results. Sometimes, these models cannot predict the properties of concrete due to complexity in the concrete mix design and curing conditions. To conquer such issues, AI models have been introduced as another approach for predicting the compressive strength and other properties of concrete. This article discusses machine learning algorithms, such as Gaussian Progress Regression (GPR), Support Vector Machine Regression (SVMR), Ensemble Learning (EL), and optimized GPR, SVMR, and EL, to predict the compressive strength of Lightweight Concrete (LWC). The simulation approaches of these trained models indicate that AI can provide accurate prediction models without undertaking extensive laboratory trials. Each model’s applicability and performance were rigorously reviewed and assessed. The findings revealed that the optimized GPR model (R = 0.9803) used in this study had the greatest accuracy. In addition, the optimized SVMR and GPR model showed good performance, with R-values 0.9777 and 0.9740, respectively. The proposed model is economic and efficient, and can be adopted by researchers and engineers to predict the compressive strength of LWC.",True,True,True,True,True,False,False,True
https://openalex.org/W4311767232,https://doi.org/10.1016/j.resconrec.2022.106812,Modeling the mechanical properties of recycled aggregate concrete using hybrid machine learning algorithms,2022,Resources Conservation and Recycling,0921-3449,True,https://ars.els-cdn.com/content/image/1-s2.0-S0921344922006449-ga1_lrg.jpg,134,2,Yiming Peng,University of Glasgow,Overfitting;Aggregate (composite);Support vector machine;Particle swarm optimization;Artificial neural network,"To explore the complicated functional relationship between key parameters such as the recycled aggregate properties, mix proportion and compressive strength of recycled aggregate concrete (RAC), a complete database involving 607 records from relevant published literature was built. Two standard algorithms (artificial neural network (ANN) and support vector regression (SVR)) and two optimized hybrid models (Particle Swarm Optimization based SVR (PSO-SVR) and grey Wolf optimizer based SVR (GWO-SVR)) were adopted. Furthermore, two interpretable algorithms (Partial Dependence Plot (PDP) and SHapley Additive exPlanations (SHAP)) were utilized to assess the global and local approaches independent of machine learning models, contributing towards decision-making rationales. Results indicated that the coefficient of determination (R2) of ANN, SVR, PSO-SVR and GWO-SVR were 0.7569, 0.5914, 0.8995 and 0.9056 respectively, showing that hybrid models outperformed the conventional models. However, GWO-SVR was the most problematic with overfitting when analyzing its three subsets. The two feature importance analyses revealed cement content, water content, natural fine aggregates, and water absorption as significant characteristics that affect mechanical performance.",True,True,False,True,True,False,False,True
https://openalex.org/W3144142665,https://doi.org/10.1016/j.engstruct.2021.112109,Strength prediction of concrete-filled steel tubular columns using Categorical Gradient Boosting algorithm,2021,Engineering Structures,0141-0296,True,https://figshare.com/articles/journal_contribution/Strength_prediction_of_concrete-filled_steel_tubular_columns_using_Categorical_Gradient_Boosting_algorithm/14376713,130,5,Seunghye Lee,Sejong University,Eurocode;Categorical variable;Boosting (machine learning);Structural engineering;Gradient boosting,,True,False,True,True,True,False,False,True
https://openalex.org/W4223935544,https://doi.org/10.3390/polym14081583,"Forecasting the Mechanical Properties of Plastic Concrete Employing Experimental Data Using Machine Learning Algorithms: DT, MLPNN, SVM, and RF",2022,Polymers,2073-4360,True,https://www.mdpi.com/2073-4360/14/8/1583/pdf?version=1650505673,126,7,Afnan Nafees,COMSATS University Islamabad,Ultimate tensile strength;Compressive strength;Artificial neural network;Machine learning;Random forest,"Increased population necessitates an expansion of infrastructure and urbanization, resulting in growth in the construction industry. A rise in population also results in an increased plastic waste, globally. Recycling plastic waste is a global concern. Utilization of plastic waste in concrete can be an optimal solution from recycling perspective in construction industry. As environmental issues continue to grow, the development of predictive machine learning models is critical. Thus, this study aims to create modelling tools for estimating the compressive and tensile strengths of plastic concrete. For predicting the strength of concrete produced with plastic waste, this research integrates machine learning algorithms (individual and ensemble techniques), including bagging and adaptive boosting by including weak learners. For predicting the mechanical properties, 80 cylinders for compressive strength and 80 cylinders for split tensile strength were casted and tested with varying percentages of irradiated plastic waste, either as of cement or fine aggregate replacement. In addition, a thorough and reliable database, including 320 compressive strength tests and 320 split tensile strength tests, was generated from existing literature. Individual, bagging and adaptive boosting models of decision tree, multilayer perceptron neural network, and support vector machines were developed and compared with modified learner model of random forest. The results implied that individual model response was enriched by utilizing bagging and boosting learners. A random forest with a modified learner algorithm provided the robust performance of the models with coefficient correlation of 0.932 for compressive strength and 0.86 for split tensile strength with the least errors. Sensitivity analyses showed that tensile strength models were least sensitive to water and coarse aggregates, while cement, silica fume, coarse aggregate, and age have a substantial effect on compressive strength models. To minimize overfitting errors and corroborate the generalized modelling result, a cross-validation K-Fold technique was used. Machine learning algorithms are used to predict mechanical properties of plastic concrete to promote sustainability in construction industry.",True,True,False,True,True,False,False,True
https://openalex.org/W2529967764,https://doi.org/10.1155/2016/2861380,Estimating Compressive Strength of High Performance Concrete with Gaussian Process Regression Model,2016,Advances in Civil Engineering,1687-8086,True,https://downloads.hindawi.com/journals/ace/2016/2861380.pdf,126,4,Nhat‐Duc Hoang,Duy Tan University,Artificial neural network;Kriging;Compressive strength;Support vector machine;Ground-penetrating radar,"This research carries out a comparative study to investigate a machine learning solution that employs the Gaussian Process Regression (GPR) for modeling compressive strength of high-performance concrete (HPC). This machine learning approach is utilized to establish the nonlinear functional mapping between the compressive strength and HPC ingredients. To train and verify the aforementioned prediction model, a data set containing 239 HPC experimental tests, recorded from an overpass construction project in Danang City (Vietnam), has been collected for this study. Based on experimental outcomes, prediction results of the GPR model are superior to those of the Least Squares Support Vector Machine and the Artificial Neural Network. Furthermore, GPR model is strongly recommended for estimating HPC strength because this method demonstrates good learning performance and can inherently express prediction outputs coupled with prediction intervals.",True,True,False,True,True,False,False,True
https://openalex.org/W3196351205,https://doi.org/10.3390/ma14174934,A Comparative Study for the Prediction of the Compressive Strength of Self-Compacting Concrete Modified with Fly Ash,2021,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/14/17/4934/pdf?version=1630382054,124,9,Furqan Farooq,COMSATS University Islamabad,Artificial neural network;Aggregate (composite);Support vector machine;Superplasticizer;Fly ash,"Artificial intelligence and machine learning are employed in creating functions for the prediction of self-compacting concrete (SCC) strength based on input variables proportion as cement replacement. SCC incorporating waste material has been used in learning approaches. Artificial neural network (ANN) support vector machine (SVM) and gene expression programming (GEP) consisting of 300 datasets have been utilized in the model to foresee the mechanical property of SCC. Data used in modeling consist of several input parameters such as cement, water-binder ratio, coarse aggregate, fine aggregate, and fly ash (FA) in combination with the superplasticizer. The best predictive models were selected based on the coefficient of determination (<i>R</i><sup>2</sup>) results and model validation. Empirical relation with mathematical expression has been proposed using ANN, SVM, and GEP. The efficiency of the models is assessed by permutation features importance, statistical analysis, and comparison between regression models. The results reveal that the proposed machine learning models achieved adamant accuracy and has elucidated performance in the prediction aspect.",True,True,True,True,True,False,False,True
https://openalex.org/W3011336065,https://doi.org/10.3390/su12062218,A Novel Hybrid Soft Computing Model Using Random Forest and Particle Swarm Optimization for Estimation of Undrained Shear Strength of Soil,2020,Sustainability,2071-1050,True,https://www.mdpi.com/2071-1050/12/6/2218/pdf?version=1584113527,120,10,Binh Thai Pham,Ton Duc Thang University,Particle swarm optimization;Mean squared error;Atterberg limits;Void ratio;Water content,"Determination of shear strength of soil is very important in civil engineering for foundation design, earth and rock fill dam design, highway and airfield design, stability of slopes and cuts, and in the design of coastal structures. In this study, a novel hybrid soft computing model (RF-PSO) of random forest (RF) and particle swarm optimization (PSO) was developed and used to estimate the undrained shear strength of soil based on the clay content (%), moisture content (%), specific gravity (%), void ratio (%), liquid limit (%), and plastic limit (%). In this study, the experimental results of 127 soil samples from national highway project Hai Phong-Thai Binh of Vietnam were used to generate datasets for training and validating models. Pearson correlation coefficient (R) method was used to evaluate and compare performance of the proposed model with single RF model. The results show that the proposed hybrid model (RF-PSO) achieved a high accuracy performance (R = 0.89) in the prediction of shear strength of soil. Validation of the models also indicated that RF-PSO model (R = 0.89 and Root Mean Square Error (RMSE) = 0.453) is superior to the single RF model without optimization (R = 0.87 and RMSE = 0.48). Thus, the proposed hybrid model (RF-PSO) can be used for accurate estimation of shear strength which can be used for the suitable designing of civil engineering structures.",True,True,True,True,True,False,False,True
https://openalex.org/W4391385913,https://doi.org/10.1111/mice.13164,Chained machine learning model for predicting load capacity and ductility of steel fiber–reinforced concrete beams,2024,Computer-Aided Civil and Infrastructure Engineering,1093-9687,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mice.13164,117,5,Torkan Shafighfard,Institute of Fluid Flow-Machinery,Structural engineering;Flexural strength;Beam (structure);Mean squared error;Artificial neural network,"One of the main issues associated with steel fiber–reinforced concrete (SFRC) beams is the ability to anticipate their flexural response. With a comprehensive grid search, several stacked models (i.e., chained, parallel) consisting of various machine learning (ML) algorithms and artificial neural networks (ANNs) were developed to predict the flexural response of SFRC beams. The flexural performance of SFRC beams under bending was assessed based on 193 experimental specimens from real-life beam models. The ML techniques were applied to predict SFRC beam responses to bending load as functions of the steel fiber properties, concrete elastic modulus, beam dimensions, and reinforcement details. The accuracy of the models was evaluated using the coefficient of determination (R2), mean absolute error (MAE), and root mean square error (RMSE) of actual versus predicted values. The findings revealed that the proposed technique exhibited notably superior performance, delivering faster and more accurate predictions compared to both the ANNs and parallel models. Shapley diagrams were used to analyze variable contributions quantitatively. Shapley values show that the chained model prediction of ductility index is highly affected by two other targets (peak load and peak deflection) that show the chained algorithm utilizing the prediction of previous steps for enhancing the prediction of the target feature. The proposed model can be viewed as a function of significant input variables that permit the quick assessment of the likely performance of SFRC beams in bending.",True,True,True,True,True,False,False,True
