scenario,outer_fold,protocol,alpha,model,margin,inner_r_all,inner_coverage,feasible,chosen,reason,action_set,confidence
beam_release,0,random,0.05,RandomForest,0.45,0.0,0.4221,True,False,,,
beam_release,0,random,0.05,RandomForest,0.5,0.0,0.4019,True,False,,,
beam_release,0,random,0.05,RandomForest,0.55,0.0,0.3956,True,False,,,
beam_release,0,random,0.05,RandomForest,0.6,0.0,0.3879,True,False,,,
beam_release,0,random,0.05,RandomForest,0.65,0.0,0.3847,True,False,,,
beam_release,0,random,0.05,RandomForest,0.7,0.0,0.3707,True,False,,,
beam_release,0,random,0.05,RandomForest,0.75,0.0,0.3614,True,False,,,
beam_release,0,random,0.05,RandomForest,0.8,0.0,0.3536,True,False,,,
beam_release,0,random,0.05,RandomForest,0.85,0.0,0.3427,True,False,,,
beam_release,0,random,0.05,RandomForest,0.9,0.0,0.3287,True,False,,,
beam_release,0,random,0.05,RandomForest,0.95,0.0,0.3162,True,False,,,
beam_release,0,random,0.05,RandomForest,1.0,0.0,0.3053,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.0,0.01402,0.5,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,random,0.05,GradientBoosting,0.05,0.00935,0.4875,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.1,0.00312,0.472,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.15,0.00156,0.4688,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.2,0.00156,0.4642,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.25,0.00156,0.4579,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.3,0.00156,0.4548,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.35,0.00156,0.4439,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.4,0.00156,0.4315,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.45,0.00156,0.4237,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.5,0.0,0.4159,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.55,0.0,0.4159,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.6,0.0,0.3956,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.65,0.0,0.3816,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.7,0.0,0.3754,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.75,0.0,0.366,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.8,0.0,0.3551,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.85,0.0,0.338,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.9,0.0,0.3255,True,False,,,
beam_release,0,random,0.05,GradientBoosting,0.95,0.0,0.3115,True,False,,,
beam_release,0,random,0.05,GradientBoosting,1.0,0.0,0.2975,True,False,,,
beam_release,0,random,0.1,Ridge,0.0,0.02181,0.4953,True,False,,,
beam_release,0,random,0.1,Ridge,0.05,0.01869,0.4891,True,False,,,
beam_release,0,random,0.1,Ridge,0.1,0.00935,0.4735,True,False,,,
beam_release,0,random,0.1,Ridge,0.15,0.00935,0.4688,True,False,,,
beam_release,0,random,0.1,Ridge,0.2,0.00623,0.4611,True,False,,,
beam_release,0,random,0.1,Ridge,0.25,0.00312,0.4533,True,False,,,
beam_release,0,random,0.1,Ridge,0.3,0.00312,0.4486,True,False,,,
beam_release,0,random,0.1,Ridge,0.35,0.00156,0.4408,True,False,,,
beam_release,0,random,0.1,Ridge,0.4,0.00156,0.4315,True,False,,,
beam_release,0,random,0.1,Ridge,0.45,0.00156,0.4221,True,False,,,
beam_release,0,random,0.1,Ridge,0.5,0.0,0.4112,True,False,,,
beam_release,0,random,0.1,Ridge,0.55,0.0,0.3972,True,False,,,
beam_release,0,random,0.1,Ridge,0.6,0.0,0.3832,True,False,,,
beam_release,0,random,0.1,Ridge,0.65,0.0,0.3676,True,False,,,
beam_release,0,random,0.1,Ridge,0.7,0.0,0.3551,True,False,,,
beam_release,0,random,0.1,Ridge,0.75,0.0,0.3411,True,False,,,
beam_release,0,random,0.1,Ridge,0.8,0.0,0.3333,True,False,,,
beam_release,0,random,0.1,Ridge,0.85,0.0,0.3255,True,False,,,
beam_release,0,random,0.1,Ridge,0.9,0.0,0.3131,True,False,,,
beam_release,0,random,0.1,Ridge,0.95,0.0,0.3022,True,False,,,
beam_release,0,random,0.1,Ridge,1.0,0.0,0.2975,True,False,,,
beam_release,0,random,0.1,RandomForest,0.0,0.00935,0.4938,True,False,,,
beam_release,0,random,0.1,RandomForest,0.05,0.00623,0.4829,True,False,,,
beam_release,0,random,0.1,RandomForest,0.1,0.00467,0.4798,True,False,,,
beam_release,0,random,0.1,RandomForest,0.15,0.00467,0.4688,True,False,,,
beam_release,0,random,0.1,RandomForest,0.2,0.00312,0.4611,True,False,,,
beam_release,0,random,0.1,RandomForest,0.25,0.00156,0.4579,True,False,,,
beam_release,0,random,0.1,RandomForest,0.3,0.00156,0.4455,True,False,,,
beam_release,0,random,0.1,RandomForest,0.35,0.00156,0.4424,True,False,,,
beam_release,0,random,0.1,RandomForest,0.4,0.00156,0.4361,True,False,,,
beam_release,0,random,0.1,RandomForest,0.45,0.0,0.4221,True,False,,,
beam_release,0,random,0.1,RandomForest,0.5,0.0,0.4019,True,False,,,
beam_release,0,random,0.1,RandomForest,0.55,0.0,0.3956,True,False,,,
beam_release,0,random,0.1,RandomForest,0.6,0.0,0.3879,True,False,,,
beam_release,0,random,0.1,RandomForest,0.65,0.0,0.3847,True,False,,,
beam_release,0,random,0.1,RandomForest,0.7,0.0,0.3707,True,False,,,
beam_release,0,random,0.1,RandomForest,0.75,0.0,0.3614,True,False,,,
beam_release,0,random,0.1,RandomForest,0.8,0.0,0.3536,True,False,,,
beam_release,0,random,0.1,RandomForest,0.85,0.0,0.3427,True,False,,,
beam_release,0,random,0.1,RandomForest,0.9,0.0,0.3287,True,False,,,
beam_release,0,random,0.1,RandomForest,0.95,0.0,0.3162,True,False,,,
beam_release,0,random,0.1,RandomForest,1.0,0.0,0.3053,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.0,0.01402,0.5,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,random,0.1,GradientBoosting,0.05,0.00935,0.4875,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.1,0.00312,0.472,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.15,0.00156,0.4688,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.2,0.00156,0.4642,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.25,0.00156,0.4579,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.3,0.00156,0.4548,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.35,0.00156,0.4439,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.4,0.00156,0.4315,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.45,0.00156,0.4237,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.5,0.0,0.4159,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.55,0.0,0.4159,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.6,0.0,0.3956,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.65,0.0,0.3816,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.7,0.0,0.3754,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.75,0.0,0.366,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.8,0.0,0.3551,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.85,0.0,0.338,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.9,0.0,0.3255,True,False,,,
beam_release,0,random,0.1,GradientBoosting,0.95,0.0,0.3115,True,False,,,
beam_release,0,random,0.1,GradientBoosting,1.0,0.0,0.2975,True,False,,,
beam_release,0,random,0.2,Ridge,0.0,0.02181,0.4953,True,False,,,
beam_release,0,random,0.2,Ridge,0.05,0.01869,0.4891,True,False,,,
beam_release,0,random,0.2,Ridge,0.1,0.00935,0.4735,True,False,,,
beam_release,0,random,0.2,Ridge,0.15,0.00935,0.4688,True,False,,,
beam_release,0,random,0.2,Ridge,0.2,0.00623,0.4611,True,False,,,
beam_release,0,random,0.2,Ridge,0.25,0.00312,0.4533,True,False,,,
beam_release,0,random,0.2,Ridge,0.3,0.00312,0.4486,True,False,,,
beam_release,0,random,0.2,Ridge,0.35,0.00156,0.4408,True,False,,,
beam_release,0,random,0.2,Ridge,0.4,0.00156,0.4315,True,False,,,
beam_release,0,random,0.2,Ridge,0.45,0.00156,0.4221,True,False,,,
beam_release,0,random,0.2,Ridge,0.5,0.0,0.4112,True,False,,,
beam_release,0,random,0.2,Ridge,0.55,0.0,0.3972,True,False,,,
beam_release,0,random,0.2,Ridge,0.6,0.0,0.3832,True,False,,,
beam_release,0,random,0.2,Ridge,0.65,0.0,0.3676,True,False,,,
beam_release,0,random,0.2,Ridge,0.7,0.0,0.3551,True,False,,,
beam_release,0,random,0.2,Ridge,0.75,0.0,0.3411,True,False,,,
beam_release,0,random,0.2,Ridge,0.8,0.0,0.3333,True,False,,,
beam_release,0,random,0.2,Ridge,0.85,0.0,0.3255,True,False,,,
beam_release,0,random,0.2,Ridge,0.9,0.0,0.3131,True,False,,,
beam_release,0,random,0.2,Ridge,0.95,0.0,0.3022,True,False,,,
beam_release,0,random,0.2,Ridge,1.0,0.0,0.2975,True,False,,,
beam_release,0,random,0.2,RandomForest,0.0,0.00935,0.4938,True,False,,,
beam_release,0,random,0.2,RandomForest,0.05,0.00623,0.4829,True,False,,,
beam_release,0,random,0.2,RandomForest,0.1,0.00467,0.4798,True,False,,,
beam_release,0,random,0.2,RandomForest,0.15,0.00467,0.4688,True,False,,,
beam_release,0,random,0.2,RandomForest,0.2,0.00312,0.4611,True,False,,,
beam_release,0,random,0.2,RandomForest,0.25,0.00156,0.4579,True,False,,,
beam_release,0,random,0.2,RandomForest,0.3,0.00156,0.4455,True,False,,,
beam_release,0,random,0.2,RandomForest,0.35,0.00156,0.4424,True,False,,,
beam_release,0,random,0.2,RandomForest,0.4,0.00156,0.4361,True,False,,,
beam_release,0,random,0.2,RandomForest,0.45,0.0,0.4221,True,False,,,
beam_release,0,random,0.2,RandomForest,0.5,0.0,0.4019,True,False,,,
beam_release,0,random,0.2,RandomForest,0.55,0.0,0.3956,True,False,,,
beam_release,0,random,0.2,RandomForest,0.6,0.0,0.3879,True,False,,,
beam_release,0,random,0.2,RandomForest,0.65,0.0,0.3847,True,False,,,
beam_release,0,random,0.2,RandomForest,0.7,0.0,0.3707,True,False,,,
beam_release,0,random,0.2,RandomForest,0.75,0.0,0.3614,True,False,,,
beam_release,0,random,0.2,RandomForest,0.8,0.0,0.3536,True,False,,,
beam_release,0,random,0.2,RandomForest,0.85,0.0,0.3427,True,False,,,
beam_release,0,random,0.2,RandomForest,0.9,0.0,0.3287,True,False,,,
beam_release,0,random,0.2,RandomForest,0.95,0.0,0.3162,True,False,,,
beam_release,0,random,0.2,RandomForest,1.0,0.0,0.3053,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.0,0.01402,0.5,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,random,0.2,GradientBoosting,0.05,0.00935,0.4875,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.1,0.00312,0.472,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.15,0.00156,0.4688,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.2,0.00156,0.4642,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.25,0.00156,0.4579,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.3,0.00156,0.4548,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.35,0.00156,0.4439,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.4,0.00156,0.4315,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.45,0.00156,0.4237,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.5,0.0,0.4159,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.55,0.0,0.4159,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.6,0.0,0.3956,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.65,0.0,0.3816,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.7,0.0,0.3754,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.75,0.0,0.366,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.8,0.0,0.3551,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.85,0.0,0.338,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.9,0.0,0.3255,True,False,,,
beam_release,0,random,0.2,GradientBoosting,0.95,0.0,0.3115,True,False,,,
beam_release,0,random,0.2,GradientBoosting,1.0,0.0,0.2975,True,False,,,
beam_release,0,source,0.05,Ridge,0.0,0.09813,0.5421,False,False,,,
beam_release,0,source,0.05,Ridge,0.05,0.07944,0.5093,False,False,,,
beam_release,0,source,0.05,Ridge,0.1,0.05607,0.4782,False,False,,,
beam_release,0,source,0.05,Ridge,0.15,0.04517,0.4642,True,False,,,
beam_release,0,source,0.05,Ridge,0.2,0.0296,0.4424,True,False,,,
beam_release,0,source,0.05,Ridge,0.25,0.02336,0.4315,True,False,,,
beam_release,0,source,0.05,Ridge,0.3,0.02025,0.4252,True,False,,,
beam_release,0,source,0.05,Ridge,0.35,0.01246,0.4081,True,False,,,
beam_release,0,source,0.05,Ridge,0.4,0.00467,0.3956,True,False,,,
beam_release,0,source,0.05,Ridge,0.45,0.00312,0.391,True,False,,,
beam_release,0,source,0.05,Ridge,0.5,0.00312,0.3894,True,False,,,
beam_release,0,source,0.05,Ridge,0.55,0.00156,0.3816,True,False,,,
beam_release,0,source,0.05,Ridge,0.6,0.0,0.3738,True,False,,,
beam_release,0,source,0.05,Ridge,0.65,0.0,0.3645,True,False,,,
beam_release,0,source,0.05,Ridge,0.7,0.0,0.352,True,False,,,
beam_release,0,source,0.05,Ridge,0.75,0.0,0.3489,True,False,,,
beam_release,0,source,0.05,Ridge,0.8,0.0,0.338,True,False,,,
beam_release,0,source,0.05,Ridge,0.85,0.0,0.3349,True,False,,,
beam_release,0,source,0.05,Ridge,0.9,0.0,0.3302,True,False,,,
beam_release,0,source,0.05,Ridge,0.95,0.0,0.3271,True,False,,,
beam_release,0,source,0.05,Ridge,1.0,0.0,0.3162,True,False,,,
beam_release,0,source,0.05,RandomForest,0.0,0.08567,0.5639,False,False,,,
beam_release,0,source,0.05,RandomForest,0.05,0.08255,0.5545,False,False,,,
beam_release,0,source,0.05,RandomForest,0.1,0.081,0.5483,False,False,,,
beam_release,0,source,0.05,RandomForest,0.15,0.07165,0.5296,False,False,,,
beam_release,0,source,0.05,RandomForest,0.2,0.06698,0.5109,False,False,,,
beam_release,0,source,0.05,RandomForest,0.25,0.05452,0.4907,False,False,,,
beam_release,0,source,0.05,RandomForest,0.3,0.03894,0.4642,True,False,,,
beam_release,0,source,0.05,RandomForest,0.35,0.02336,0.4361,True,False,,,
beam_release,0,source,0.05,RandomForest,0.4,0.01869,0.4252,True,False,,,
beam_release,0,source,0.05,RandomForest,0.45,0.01402,0.4097,True,False,,,
beam_release,0,source,0.05,RandomForest,0.5,0.00779,0.3988,True,False,,,
beam_release,0,source,0.05,RandomForest,0.55,0.00312,0.3785,True,False,,,
beam_release,0,source,0.05,RandomForest,0.6,0.00312,0.3645,True,False,,,
beam_release,0,source,0.05,RandomForest,0.65,0.00312,0.3536,True,False,,,
beam_release,0,source,0.05,RandomForest,0.7,0.00312,0.338,True,False,,,
beam_release,0,source,0.05,RandomForest,0.75,0.0,0.3193,True,False,,,
beam_release,0,source,0.05,RandomForest,0.8,0.0,0.3115,True,False,,,
beam_release,0,source,0.05,RandomForest,0.85,0.0,0.3022,True,False,,,
beam_release,0,source,0.05,RandomForest,0.9,0.0,0.2866,True,False,,,
beam_release,0,source,0.05,RandomForest,0.95,0.0,0.2773,True,False,,,
beam_release,0,source,0.05,RandomForest,1.0,0.0,0.2695,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.0,0.06698,0.5312,False,False,,,
beam_release,0,source,0.05,GradientBoosting,0.05,0.06386,0.5218,False,False,,,
beam_release,0,source,0.05,GradientBoosting,0.1,0.03894,0.4938,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,source,0.05,GradientBoosting,0.15,0.0296,0.4798,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.2,0.02025,0.4533,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.25,0.01558,0.4377,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.3,0.01402,0.4206,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.35,0.01402,0.4174,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.4,0.0109,0.4128,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.45,0.00467,0.3941,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.5,0.00467,0.3879,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.55,0.00312,0.3769,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.6,0.00312,0.366,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.65,0.0,0.3427,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.7,0.0,0.3318,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.75,0.0,0.3209,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.8,0.0,0.31,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.85,0.0,0.2897,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.9,0.0,0.2695,True,False,,,
beam_release,0,source,0.05,GradientBoosting,0.95,0.0,0.2648,True,False,,,
beam_release,0,source,0.05,GradientBoosting,1.0,0.0,0.257,True,False,,,
beam_release,0,source,0.1,Ridge,0.0,0.09813,0.5421,True,False,,,
beam_release,0,source,0.1,Ridge,0.05,0.07944,0.5093,True,False,,,
beam_release,0,source,0.1,Ridge,0.1,0.05607,0.4782,True,False,,,
beam_release,0,source,0.1,Ridge,0.15,0.04517,0.4642,True,False,,,
beam_release,0,source,0.1,Ridge,0.2,0.0296,0.4424,True,False,,,
beam_release,0,source,0.1,Ridge,0.25,0.02336,0.4315,True,False,,,
beam_release,0,source,0.1,Ridge,0.3,0.02025,0.4252,True,False,,,
beam_release,0,source,0.1,Ridge,0.35,0.01246,0.4081,True,False,,,
beam_release,0,source,0.1,Ridge,0.4,0.00467,0.3956,True,False,,,
beam_release,0,source,0.1,Ridge,0.45,0.00312,0.391,True,False,,,
beam_release,0,source,0.1,Ridge,0.5,0.00312,0.3894,True,False,,,
beam_release,0,source,0.1,Ridge,0.55,0.00156,0.3816,True,False,,,
beam_release,0,source,0.1,Ridge,0.6,0.0,0.3738,True,False,,,
beam_release,0,source,0.1,Ridge,0.65,0.0,0.3645,True,False,,,
beam_release,0,source,0.1,Ridge,0.7,0.0,0.352,True,False,,,
beam_release,0,source,0.1,Ridge,0.75,0.0,0.3489,True,False,,,
beam_release,0,source,0.1,Ridge,0.8,0.0,0.338,True,False,,,
beam_release,0,source,0.1,Ridge,0.85,0.0,0.3349,True,False,,,
beam_release,0,source,0.1,Ridge,0.9,0.0,0.3302,True,False,,,
beam_release,0,source,0.1,Ridge,0.95,0.0,0.3271,True,False,,,
beam_release,0,source,0.1,Ridge,1.0,0.0,0.3162,True,False,,,
beam_release,0,source,0.1,RandomForest,0.0,0.08567,0.5639,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,source,0.1,RandomForest,0.05,0.08255,0.5545,True,False,,,
beam_release,0,source,0.1,RandomForest,0.1,0.081,0.5483,True,False,,,
beam_release,0,source,0.1,RandomForest,0.15,0.07165,0.5296,True,False,,,
beam_release,0,source,0.1,RandomForest,0.2,0.06698,0.5109,True,False,,,
beam_release,0,source,0.1,RandomForest,0.25,0.05452,0.4907,True,False,,,
beam_release,0,source,0.1,RandomForest,0.3,0.03894,0.4642,True,False,,,
beam_release,0,source,0.1,RandomForest,0.35,0.02336,0.4361,True,False,,,
beam_release,0,source,0.1,RandomForest,0.4,0.01869,0.4252,True,False,,,
beam_release,0,source,0.1,RandomForest,0.45,0.01402,0.4097,True,False,,,
beam_release,0,source,0.1,RandomForest,0.5,0.00779,0.3988,True,False,,,
beam_release,0,source,0.1,RandomForest,0.55,0.00312,0.3785,True,False,,,
beam_release,0,source,0.1,RandomForest,0.6,0.00312,0.3645,True,False,,,
beam_release,0,source,0.1,RandomForest,0.65,0.00312,0.3536,True,False,,,
beam_release,0,source,0.1,RandomForest,0.7,0.00312,0.338,True,False,,,
beam_release,0,source,0.1,RandomForest,0.75,0.0,0.3193,True,False,,,
beam_release,0,source,0.1,RandomForest,0.8,0.0,0.3115,True,False,,,
beam_release,0,source,0.1,RandomForest,0.85,0.0,0.3022,True,False,,,
beam_release,0,source,0.1,RandomForest,0.9,0.0,0.2866,True,False,,,
beam_release,0,source,0.1,RandomForest,0.95,0.0,0.2773,True,False,,,
beam_release,0,source,0.1,RandomForest,1.0,0.0,0.2695,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.0,0.06698,0.5312,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.05,0.06386,0.5218,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.1,0.03894,0.4938,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.15,0.0296,0.4798,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.2,0.02025,0.4533,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.25,0.01558,0.4377,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.3,0.01402,0.4206,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.35,0.01402,0.4174,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.4,0.0109,0.4128,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.45,0.00467,0.3941,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.5,0.00467,0.3879,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.55,0.00312,0.3769,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.6,0.00312,0.366,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.65,0.0,0.3427,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.7,0.0,0.3318,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.75,0.0,0.3209,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.8,0.0,0.31,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.85,0.0,0.2897,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.9,0.0,0.2695,True,False,,,
beam_release,0,source,0.1,GradientBoosting,0.95,0.0,0.2648,True,False,,,
beam_release,0,source,0.1,GradientBoosting,1.0,0.0,0.257,True,False,,,
beam_release,0,source,0.2,Ridge,0.0,0.09813,0.5421,True,False,,,
beam_release,0,source,0.2,Ridge,0.05,0.07944,0.5093,True,False,,,
beam_release,0,source,0.2,Ridge,0.1,0.05607,0.4782,True,False,,,
beam_release,0,source,0.2,Ridge,0.15,0.04517,0.4642,True,False,,,
beam_release,0,source,0.2,Ridge,0.2,0.0296,0.4424,True,False,,,
beam_release,0,source,0.2,Ridge,0.25,0.02336,0.4315,True,False,,,
beam_release,0,source,0.2,Ridge,0.3,0.02025,0.4252,True,False,,,
beam_release,0,source,0.2,Ridge,0.35,0.01246,0.4081,True,False,,,
beam_release,0,source,0.2,Ridge,0.4,0.00467,0.3956,True,False,,,
beam_release,0,source,0.2,Ridge,0.45,0.00312,0.391,True,False,,,
beam_release,0,source,0.2,Ridge,0.5,0.00312,0.3894,True,False,,,
beam_release,0,source,0.2,Ridge,0.55,0.00156,0.3816,True,False,,,
beam_release,0,source,0.2,Ridge,0.6,0.0,0.3738,True,False,,,
beam_release,0,source,0.2,Ridge,0.65,0.0,0.3645,True,False,,,
beam_release,0,source,0.2,Ridge,0.7,0.0,0.352,True,False,,,
beam_release,0,source,0.2,Ridge,0.75,0.0,0.3489,True,False,,,
beam_release,0,source,0.2,Ridge,0.8,0.0,0.338,True,False,,,
beam_release,0,source,0.2,Ridge,0.85,0.0,0.3349,True,False,,,
beam_release,0,source,0.2,Ridge,0.9,0.0,0.3302,True,False,,,
beam_release,0,source,0.2,Ridge,0.95,0.0,0.3271,True,False,,,
beam_release,0,source,0.2,Ridge,1.0,0.0,0.3162,True,False,,,
beam_release,0,source,0.2,RandomForest,0.0,0.08567,0.5639,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,0,source,0.2,RandomForest,0.05,0.08255,0.5545,True,False,,,
beam_release,0,source,0.2,RandomForest,0.1,0.081,0.5483,True,False,,,
beam_release,0,source,0.2,RandomForest,0.15,0.07165,0.5296,True,False,,,
beam_release,0,source,0.2,RandomForest,0.2,0.06698,0.5109,True,False,,,
beam_release,0,source,0.2,RandomForest,0.25,0.05452,0.4907,True,False,,,
beam_release,0,source,0.2,RandomForest,0.3,0.03894,0.4642,True,False,,,
beam_release,0,source,0.2,RandomForest,0.35,0.02336,0.4361,True,False,,,
beam_release,0,source,0.2,RandomForest,0.4,0.01869,0.4252,True,False,,,
beam_release,0,source,0.2,RandomForest,0.45,0.01402,0.4097,True,False,,,
