scenario,replicate,master_seed,generator_seed,split_seed,learner_seed,datasail_seed
S4,5,2026071204,3295176899,2749542366,228750567,2669317652
S4,6,2026071204,3871878881,2205474355,3943750446,3829254323
S4,7,2026071204,797163449,216843749,662578121,2012389109
S4,8,2026071204,1562646426,3338904566,925896635,3361451896
S4,9,2026071204,4063605191,3442907118,3320288112,3328639232
S4,10,2026071204,3170786624,2000149520,3616799766,3478979592
S4,11,2026071204,1745946847,1575362986,3718674821,1248894571
S4,12,2026071204,182640827,1198109345,481119631,4124874310
S4,13,2026071204,3156596859,4080190510,4258635152,2281648746
S4,14,2026071204,3915319761,356984779,1914193467,3899897176
S4,15,2026071204,3848987094,2486002984,3537543828,2573393909
S4,16,2026071204,1300775042,4032257982,1636860904,591778218
S4,17,2026071204,3351878869,4274354743,1503162665,2501477936
S4,18,2026071204,697042426,1287631200,880918545,1436924605
S4,19,2026071204,1304800436,2675539673,207879497,2118370209
S4,20,2026071204,1616036320,2985906970,1104760468,371706762
S4,21,2026071204,2471719193,3755231007,1485393916,742644998
S4,22,2026071204,3934421406,123505167,1535286123,4127984141
S4,23,2026071204,1464322096,2358316548,2346682515,445500305
S4,24,2026071204,2506417534,3434664828,1783969320,1154759961
S4,25,2026071204,2723072527,1445671611,2248337585,1440534871
S4,26,2026071204,167526371,3868391786,4272239735,1228732854
S4,27,2026071204,187611651,474083717,3223180914,3239954082
S4,28,2026071204,945593152,3179782297,157430821,2555314232
S4,29,2026071204,2740618174,294693026,3206525342,4162227199
S4,30,2026071204,3347164967,898566279,4055822407,57247432
S4,31,2026071204,2641308856,456194622,4110122618,3129423774
S4,32,2026071204,2137736380,3650322474,3693141224,1678216791
S4,33,2026071204,3875873978,2392783703,3375051475,688864975
S4,34,2026071204,2125605208,3507191904,1326231229,446657974
S4,35,2026071204,2449084866,1328695691,3987829366,4014312146
S4,36,2026071204,1289908927,1047104955,3857777122,2521818527
S4,37,2026071204,300256802,1636009423,604055723,1298038588
S4,38,2026071204,2270601199,1077848404,3330363834,2932498302
S4,39,2026071204,1969518984,2660160873,2561975805,1043034970
S4,40,2026071204,2729579061,2034363743,1588196057,2417780852
S4,41,2026071204,2398006311,3748369,3293779909,2222807691
S4,42,2026071204,2653303835,2332321851,1899791404,2958913397
S4,43,2026071204,1623202754,1087496642,1579108799,535321225
S4,44,2026071204,1908739884,3193347116,1681858388,3004846718
S4,45,2026071204,3333299333,753001552,707964460,2268681399
S4,46,2026071204,2197880550,3209363445,340355464,3183613915
S4,47,2026071204,978610648,3935619862,2767003244,3289433609
S4,48,2026071204,2500256826,1173990268,2089287919,4201126015
S4,49,2026071204,89953686,3800853932,2880867345,485101693
S4,50,2026071204,189498385,3684115422,3994763716,2816737355
S4,51,2026071204,179817968,3851464764,3483651921,1863924411
S4,52,2026071204,2618598131,3517094382,4257280725,3438890339
S4,53,2026071204,3048439803,1397169737,708029142,2069146433
S4,54,2026071204,4244426470,68469309,1133223843,4057951583
S4,55,2026071204,4005924447,2511425124,922507248,1744304107
S4,56,2026071204,3334818275,1384269594,1706725251,1336686589
S4,57,2026071204,3047465473,2688675229,1632718170,2231705103
S4,58,2026071204,398585189,3413074624,3136886079,225790716
S4,59,2026071204,276970040,1360485570,2703627402,1186522143
S4,60,2026071204,2479618041,2600613951,58018442,1740450210
S4,61,2026071204,1558918128,1130099770,1956998597,751724422
S4,62,2026071204,2672664151,1328140418,3887561555,501004392
S4,63,2026071204,2436776679,384650311,2448632296,3659321279
S4,64,2026071204,771555013,1905032262,3094203382,3380832983
S4,65,2026071204,3285192540,3442887715,1661572603,3956012552
S4,66,2026071204,982375993,2328273789,3501223770,1634242929
S4,67,2026071204,3923906430,157815693,2467755620,2008579211
S4,68,2026071204,2380795519,4206164762,2399648386,139636942
S4,69,2026071204,3191050727,4260593630,628734134,3449413046
S4,70,2026071204,1908098960,2684719375,3396502491,2648107438
S4,71,2026071204,2970385584,597524778,295291104,10332860
S4,72,2026071204,4146083716,2876097943,4230265471,3928525531
S4,73,2026071204,345462812,2419097921,3667239045,1492146120
S4,74,2026071204,3050502721,834301063,159999935,3438182536
S4,75,2026071204,3125389777,1042450571,1523411367,2460699744
S4,76,2026071204,3810318934,2068030120,3907350073,3631136011
S4,77,2026071204,2026351207,3202959907,539677073,3260678361
S4,78,2026071204,1682816526,3690901820,973414096,2711419673
S4,79,2026071204,694975959,917583356,1439129923,4162495486
S4,80,2026071204,2164685480,3639977324,2703913321,3994076971
S4,81,2026071204,2666649651,1257459088,2335255784,949061312
S4,82,2026071204,4116340681,3027530902,2880955519,2746421011
S4,83,2026071204,3560304830,3935954209,3402899645,2479802528
S4,84,2026071204,1518870098,598050894,1111593504,3259430575
S4,85,2026071204,1136527846,3689230620,3936512236,2950249358
S4,86,2026071204,1716607005,1860679900,1114915381,2878611149
S4,87,2026071204,1611163854,3472400005,2356539230,3627450453
S4,88,2026071204,2750778095,3402552626,2106950562,733786715
S4,89,2026071204,2785788602,4174255080,1475144440,1700548888
S4,90,2026071204,422243038,2359059633,782397320,2683621638
S4,91,2026071204,3461624233,55778311,1174440443,1882818659
S4,92,2026071204,235582344,422339823,2380266502,1839738457
S4,93,2026071204,3303007290,1330730218,1155760313,988343130
S4,94,2026071204,1670864427,2707850264,1545017414,1373373413
S4,95,2026071204,212392318,2518867725,77881564,1808772966
S4,96,2026071204,275518471,591381838,1683805900,1979974716
S4,97,2026071204,2921867099,944293786,2429992818,1339673037
S4,98,2026071204,1686194946,4263018273,1018196136,2773946567
S4,99,2026071204,32543527,3062496597,195837769,3684041859
S0,0,2026071204,2314304001,3596211944,3926105068,3757214269
S0,1,2026071204,1756649517,3517620425,1974974389,2582772507
S0,2,2026071204,290211467,1499366290,2281585355,2664661889
S0,3,2026071204,3337306680,1585195982,317391491,3561111730
S0,4,2026071204,2712663143,1182148205,872323963,1969894239
S0,5,2026071204,3536153176,970048195,459128526,1688903674
S0,6,2026071204,1746024899,3414075241,2170388449,2708673695
S0,7,2026071204,3132944450,771294913,1249779687,3356746146
S0,8,2026071204,1469148373,2904202437,436493165,2815062203
S0,9,2026071204,1680880733,656888824,4157840229,490502186
S0,10,2026071204,435520325,3550569643,2202082314,1550261860
S0,11,2026071204,3960361902,2899558153,1005841384,3135236428
S0,12,2026071204,286327438,1917985391,1099115271,342896388
S0,13,2026071204,1600759807,1127751829,2716422173,2882729777
S0,14,2026071204,2674995182,3650024286,436403251,2498347067
S0,15,2026071204,524318275,3847099102,3801593209,3127197051
S0,16,2026071204,139062149,2513516831,1396072833,1574896216
S0,17,2026071204,3657690662,3694798950,2039848674,3425658113
S0,18,2026071204,3282297069,3060648328,1067394787,797250398
S0,19,2026071204,1064986122,1875221332,3523043171,2023911244
S0,20,2026071204,547697915,1413151919,2083970653,464236584
S0,21,2026071204,192137232,334968647,2340305520,1093810156
S0,22,2026071204,264227988,3919974844,4041352599,2840149989
S0,23,2026071204,2142659790,1573497374,1772206287,3978501030
S0,24,2026071204,1299229654,4077318889,1078678187,753918103
S0,25,2026071204,4052702581,516655762,3023481694,3067795109
S0,26,2026071204,1406013640,1324322923,1447156668,3400461027
S0,27,2026071204,4086974460,1436921784,3596594068,1732889226
S0,28,2026071204,680056336,912931101,1794905097,3778177783
S0,29,2026071204,1753065885,4009129335,3378749281,3446728035
S0,30,2026071204,2783260772,765648082,2827385077,1986443988
S0,31,2026071204,186181383,122991392,3456988816,2407540157
S0,32,2026071204,806390037,3760741794,2623100082,3729745399
S0,33,2026071204,2182846041,2555559473,3898135348,1936917446
S0,34,2026071204,3533805507,628660537,2717752061,2028657213
S0,35,2026071204,1789744458,1722634085,3396109125,2082466693
S0,36,2026071204,2204734832,4103091127,1440181723,453372537
S0,37,2026071204,1749638995,1937582950,796361183,1954730139
S0,38,2026071204,3649628671,1957865770,1985146171,3725409052
S0,39,2026071204,1741106579,396863633,48069746,3479036034
